Número do processo;Número da licença;Tipo da licença;Situação;Data do protocolo;Data de emissão;Data de vencimento da licença;Texto da licença;Extrato da licença;Órgão responsável;Código da tipologia;Descrição da tipologia;Potencial poluidor;Porte do empreendimento;Nome do empreendedor;CPF/CNPJ do empreendedor;Logradouro do empreendedor;Número do endereço do empreendedor;Distrito do empreendedor;Município do empreendedor;CEP do empreendedor;UF do empreendedor;Nome do empreendimento;Classe do empreendimento;CPF/CNPJ do empreendimento;Logradouro do empreendimento;Número do endereço do empreendimento;Distrito do empreendimento;Município do empreendimento;CEP do empreendimento;UF do empreendimento;Outros municípios;Bacia hidrográfica;Rio;Latitude;Longitude
60096002;6002850;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-05-19;2005-08-17;2007-08-17;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400005;"ÁLCOOL ETÍLICO DE CANA-DE-AÇÚCAR, HIDRATADO; FABRICAÇÃO DE";3;N;;;;;;;;;COMANCHE BIOCOMBUSTÍVEIS DE SANTA ANITA LTDA.;;59.243.733/0001-08;ESTRADA TATUI/CAPELA DO ALTO, KM 19,5;00   ;;TATUÍ;18270000;SP;;15;;7407600;215589
60001895;6002416;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-06-21;2004-08-24;2005-04-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006003;"AREIA; EXTRAÇÃO DE";3;N;;;;;;;;;SILVANO EXTRAÇÃO, COMÉRCIO E TRANSPORTES LTDA.;;17.899.935/0001-54;RUA 15 DE AGOSTO;     ;;SOROCABA;18085290;SP;;15;;7402729;250270
60106704;6003997;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-02-15;2007-03-27;2009-03-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400005;"ÁLCOOL ETÍLICO DE CANA-DE-AÇÚCAR, HIDRATADO; FABRICAÇÃO DE";3;N;;;;;;;;;COMANCHE BIOCOMBUSTÍVEIS DE SANTA ANITA LTDA.;;59.243.733/0001-08;ESTRADA TATUI/CAPELA DO ALTO, KM 19,5;00   ;;TATUÍ;18270000;SP;;15;;7407600;215589
60047405;6003057;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-07-13;2005-12-06;2009-12-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21610202015;"PISOS DE MADEIRA; FABRICAÇÃO DE";3;S;;;;;;;;;BLR INDÚSTRIA E COMÉRCIO DE MADEIRAS LTDA - EPP;;13.557.551/0001-00;ESTRADA  ALFREDO PRIMO NELO CORSI;2100 ;;MAIRINQUE;18120000;SP;;15;;;
60145304;6003624;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-11-30;2006-11-08;2009-11-08;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21323500016;TECIDOS DE FILAMENTOS CONTINUOS E DE FIOS DE FIBRAS ARTIFICIAIS OU SIN;3;N;;;;;;;;;PORCHER DO BRASIL TECIDOS DE VIDRO LTDA;;47.820.592/0001-51;AVENIDA CAETANO RUGGIERI;4153 ;;ITU;13310600;SP;;11;;7423377;264127
60090986;6003321;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-02-09;2006-04-17;2011-04-17;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000004;RESÍDUOS PERIGOSOS EM QUALQUER ESTADO FÍSICO (SÓLIDO, LÍQÜIDO, PASTOSO;;N;;;;;;;;;PREFEITURA MUNICIPAL DE SOROCABA  -  ATERRO INDUSTRIAL (URBES);;46.634.044/0001-74;AVENIDA VICTOR ANDREW  (FUNDOS);S/N  ;;SOROCABA;18013000;SP;;15;;;
60150305;6003669;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-06-29;2006-10-10;2008-10-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21922599006;"COQUE DE PETRÓLEO CALCINADO; FABRICAÇÃO DE";3;N;;;;;;;;;UNIMETAL INDÚSTRIA, COMÉRCIO E EMPREENDIMENTOS LTDA.;;15.181.688/0001-20;AVENIDA DOUTOR ANTONIO DE SOUZA NETTO;362  ;;SOROCABA;18087210;SP;;15;;7407000;259000
60139098;6003966;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-08-04;2007-02-21;2012-02-21;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.28411600008;ADMINISTRAÇÃO PÚBLICA EM GERAL;0;N;;;;;;;;;PREFEITURA MUNICIPAL DE CERQUILHO;;46.634.614/0001-26;RUA ENG. URBANO DE PÁDUA ARAÚJO;28   ;;CERQUILHO;18520000;SP;;11;;7437765;221772
60036704;6003823;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-08-30;2006-12-19;2008-12-19;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22441501006;"LIGAS DE ALUMÍNIO EM FORMAS PRIMÁRIAS OU SEMIACABADAS; PRODUÇÃO DE";3;N;;;;;;;;;COMPANHIA BRASILEIRA DE ALUMINIO;;61.409.892/0003-35;RUA MORAES DO REGO;347  ;;ALUMÍNIO;18125000;SP;;15;;7395389;269019
60023205;6003859;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-08-31;2007-01-02;2009-01-02;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22441501006;"LIGAS DE ALUMÍNIO EM FORMAS PRIMÁRIAS OU SEMIACABADAS; PRODUÇÃO DE";3;N;;;;;;;;;COMPANHIA BRASILEIRA DE ALUMINIO;;61.409.892/0003-35;RUA MORAES DO REGO;347  ;;ALUMÍNIO;18125000;SP;;15;;7395389;269019
60191105;6004764;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-09-22;2008-05-23;2010-05-23;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22722801001;"BATERIAS E ACUMULADORES PARA VEÍCULOS; FABRICAÇÃO DE";3;N;;;;;;;;;CLARIOS ENERGY SOLUTIONS BRASIL LTDA;;01.376.079/0001-12;AVENIDA INDEPENDENCIA;2757 ;;SOROCABA;18087101;SP;;15;;7405800;252800
60058005;6003825;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-10-19;2006-12-19;2008-12-19;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22051700017;"DEFENSIVOS AGRÍCOLAS, N.E.; FABRICAÇÃO DE";1;N;;;;;;;;;IHARABRAS S/A INDÚSTRIAS QUÍMICAS;;61.142.550/0001-30;AVENIDA LIBERDADE;1701 ;;SOROCABA;18087170;SP;;15;;7190000;719000
60067606;6004055;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-12-14;2007-05-23;2010-05-23;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21113502002;"CERVEJAS; FABRICAÇÃO DE";3;N;;;;;;;;;CERVEJARIA PETRÓPOLIS S/A;;73.410.326/0003-22;ESTRADA MUNICIPAL BATISTA FAVORETTI;350  ;;BOITUVA;18550000;SP;;15;;7424989;227519
60191105;6004796;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-03-20;2008-05-23;2010-05-23;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22722801001;"BATERIAS E ACUMULADORES PARA VEÍCULOS; FABRICAÇÃO DE";3;N;;;;;;;;;CLARIOS ENERGY SOLUTIONS BRASIL LTDA;;01.376.079/0001-12;AVENIDA INDEPENDENCIA;2757 ;;SOROCABA;18087101;SP;;15;;7405800;252800
60129703;6004369;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-04-05;2007-10-17;2009-10-17;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22121101188;"REMÉDIOS ALOPÁTICOS PARA USO HUMANO; FABRICAÇÃO DE";3;N;;;;;;;;;CATALENT BRASIL LTDA;;45.569.555/0001-97;AVENIDA JEROME CASE;1277 ;;SOROCABA;18087220;SP;;15;;7405794;256042
60037604;6004577;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-09-11;2008-01-30;2010-01-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22051700017;"DEFENSIVOS AGRÍCOLAS, N.E.; FABRICAÇÃO DE";3;N;;;;;;;;;FERSOL INDUSTRIA E COMÉRCIO S/A;;47.226.493/0001-46;RODOVIA PRESIDENTE CASTELO BRANCO;     ;;MAIRINQUE;18120970;SP;;15;;7407677;270483
60027901;6005422;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-10-05;2009-09-29;2014-09-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";;N;;;;;;;;;PREFEITURA MUNICIPAL  DE IBIÚNA;;00.000.000/0000-00;RUA DA VARGEM DO SALTO KM 05;     ;;IBIÚNA;18150000;SP;;15;;7377300;273213
60167706;6004497;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-11-05;2007-12-19;2009-12-19;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21922599014;"ÓLEOS LUBRIFICANTES ACABADOS; FABRICAÇÃO DE";3;N;;;;;;;;;AGECOM PRODUTOS DE PETROLEO LTDA;;57.941.890/0018-00;AVENIDA  MARIA CONCEICAO APARECIDA ANDRADE;201  ;;IPERÓ;18560000;SP;;15;;7414023;223275
60196005;64000092;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-03-03;2010-03-10;2013-03-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810007004;"ARGILA; EXTRAÇÃO DE";;S;;;;;;;;;CERMACOL IND. DE CERÂMICA LTDA.;;59.403.170/0001-60;RUA VOLUNTÁRIO PEDRO DE ALMEIDA;S/N  ;;PEREIRAS;18580000;SP;;11;;7445420;194730
60057008;6004987;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-06-11;2008-09-08;2012-09-08;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21314600006;"LINHAS PARA COSTURAR E BORDAR; FABRICAÇÃO DE";3;N;;;;;;;;;LINHANYL S/A LINHAS PARA COSER;;61.135.315/0005-64;RUA PROFESSOR JOAQUIM SILVA;555  ;;SOROCABA;18085000;SP;;15;;;
60056708;6004977;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-07-21;2008-09-03;2011-09-03;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22423702002;"BARRAS DE AÇO AO CARBONO PARA CONSTRUÇÃO MECÂNICA; PRODUÇÃO DE";3;N;;;;;;;;;GERDAU S/A;;33.611.500/0179-41;RUA PADRE MADUREIRA;431  ;;SOROCABA;18013210;SP;;15;;7399560;250461
60047405;61000070;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-08-26;2009-03-13;2013-03-13;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21610202015;"PISOS DE MADEIRA; FABRICAÇÃO DE";3;S;;;;;;;;;BLR INDÚSTRIA E COMÉRCIO DE MADEIRAS LTDA - EPP;;13.557.551/0001-00;ESTRADA  ALFREDO PRIMO NELO CORSI;2100 ;;MAIRINQUE;18120000;SP;;15;;;
60014106;6005107;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-09-01;2008-12-09;2010-12-09;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000013;"RESÍDUOS INDUSTRIAIS PARA CO-PROCESSAMENTO; PREPARAÇÃO DE";0;N;;;;;;;;;SPE SOROCABA AMBIENTAL S.A.;;42.805.842/0001-60;AVENIDA GARABED GANANIAM;296  ;;SOROCABA;18087340;SP;;15;;7407000;288700
60053008;61000640;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-09-24;2011-11-07;2013-11-07;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22539001005;"USINAGEM (TORNO, FRESA, ETC); SERVIÇO DE";3;N;;;;;;;;;L.M. FUNDIÇÃO E USINAGEM LTDA.- EPP;;10.367.179/0001-73;RODOVIA SANTOS DUMONT - SP-75, KM 23;     ;;ITU;13300960;SP;;11;;;
60168007;6005186;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-11-10;2009-02-02;2014-02-02;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";3;N;;;;;;;;;PREFEITURA MUNICIPAL DE VOTORANTIM - ATERRO SANITÁRIO;;46.634.051/0001-76;RODOVIA RAIMUNDO ANTUNES SOARES (SP 79);SN   ;;VOTORANTIM;18110000;SP;;15;;7385170;248520
60166608;6005267;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-02-20;2009-04-30;2013-04-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22831300003;"PEÇAS PARA TRATORES AGRÍCOLAS; FABRICAÇÃO DE";3;N;;;;;;;;;CNH INDUSTRIAL BRASIL LTDA;;01.844.555/0026-30;AVENIDA JEROME CASE;1801 ;;SOROCABA;18087220;SP;;15;;7406603;255652
60090986;6005510;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-10-14;2009-12-04;2014-12-04;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000004;RESÍDUOS PERIGOSOS EM QUALQUER ESTADO FÍSICO (SÓLIDO, LÍQÜIDO, PASTOSO;;N;;;;;;;;;PREFEITURA MUNICIPAL DE SOROCABA  -  ATERRO INDUSTRIAL (URBES);;46.634.044/0001-74;AVENIDA VICTOR ANDREW  (FUNDOS);S/N  ;;SOROCABA;18013000;SP;;15;;;
60054409;6005598;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-12-10;2010-03-27;2014-03-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22222600008;"EMBALAGENS DE MATERIAL PLÁSTICO (POLIETILENO, PVC E SEMELHANTES); FABR";3;S;;;;;;;;;DENNIS & SANTIAGO INDÚSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS LTDA.-ME;;11.089.333/0001-55;RUA DANIEL DA PURIFICAÇÃO VITORINO;70   ;;SOROCABA;18103051;SP;;15;;7408053;253912
60020809;6005950;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2010-05-31;2011-01-25;2016-01-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";0;N;;;;;;;;;PROACTIVA MEIO AMBIENTE BRASIL LTDA;;50.668.722/0022-11;FAZENDA VISTA ALEGRE - BARREIRÃO;S/N° ;;IPERÓ;18560971;SP;;15;;7406698;239507
60018509;6005813;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2010-08-12;2010-10-15;2012-10-15;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21922599014;"ÓLEOS LUBRIFICANTES ACABADOS; FABRICAÇÃO DE";3;N;;;;;;;;;ENERGIS8 INDÚSTRIA E COMÉRCIO DE LUBRIFICANTES LTDA;;00.696.951/0002-28;AVENIDA MARIA CONCEIÇÃO APARECIDA ANDRADE;201  ;;IPERÓ;18560000;SP;;15;;7414023;223275
60168007;6005836;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2010-09-01;2010-11-16;2015-11-16;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";3;N;;;;;;;;;PREFEITURA MUNICIPAL DE VOTORANTIM - ATERRO SANITÁRIO;;46.634.051/0001-76;RODOVIA RAIMUNDO ANTUNES SOARES (SP 79);SN   ;;VOTORANTIM;18110000;SP;;15;;7385170;248520
60044405;6005907;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2010-11-10;2010-12-28;2013-12-28;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22539001005;"USINAGEM (TORNO, FRESA, ETC); SERVIÇO DE";3;N;;;;;;;;;DIFRAN INDUSTRIA E COMERCIO LTDA.;;55.321.681/0001-81;RUA AURELIA LUIZA M. ZANON;801  ;;SOROCABA;18087100;SP;;15;;;
60020809;6006275;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-08-05;2011-10-20;2016-10-20;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";0;N;;;;;;;;;PROACTIVA MEIO AMBIENTE BRASIL LTDA;;50.668.722/0022-11;FAZENDA VISTA ALEGRE - BARREIRÃO;S/N° ;;IPERÓ;18560971;SP;;15;;7406698;239507
60168007;6006583;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-08-16;2012-06-04;2017-06-04;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";3;N;;;;;;;;;PREFEITURA MUNICIPAL DE VOTORANTIM - ATERRO SANITÁRIO;;46.634.051/0001-76;RODOVIA RAIMUNDO ANTUNES SOARES (SP 79);SN   ;;VOTORANTIM;18110000;SP;;15;;7385170;248520
60055211;6006631;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-11-29;2012-07-24;2014-07-24;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22051700017;"DEFENSIVOS AGRÍCOLAS, N.E.; FABRICAÇÃO DE";1;N;;;;;;;;;IHARABRAS S/A INDÚSTRIAS QUÍMICAS;;61.142.550/0001-30;AVENIDA LIBERDADE;1701 ;;SOROCABA;18087170;SP;;15;;7190000;719000
60080211;6006484;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-12-06;2012-04-02;2016-04-02;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22599399001;"ABRAÇADEIRAS, CANTONEIRAS E SUPORTES METÁLICOS; FABRICAÇÃO DE";3;N;;;;;;;;;ROMPAF INDÚSTRIA E COMÉRCIO LTDA.;;21.242.026/0001-16;RUA  ANUAR DEQUECH;350  ;;SOROCABA;18035280;SP;;15;;;
60052209;6006457;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-12-15;2012-02-10;2014-02-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22910701004;AUTOMÓVEIS, MONTAGEM DE;3;N;;;;;;;;;TOYOTA DO BRASIL LTDA;;59.104.760/0006-04;AVENIDA TOYOTA;9005 ;;SOROCABA;18079755;SP;;15;;7413841;247081
60034311;6008199;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-01-20;2015-09-09;2017-09-09;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22451200004;"PEÇAS FUNDIDAS DE FERRO E AÇO; PRODUÇÃO DE";0;S;;;;;;;;;USIPRO INDUSTRIA E COMERCIO DE AUTOPEÇAS LTDA ME;;10.303.283/0001-02;RUA DR. ALVIM TEIXEIRA AGUIAR;435  ;;SOROCABA;18087154;SP;;15;;7200000;600000
60052209;6007280;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-02-13;2013-11-13;2015-11-13;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22910701004;AUTOMÓVEIS, MONTAGEM DE;3;N;;;;;;;;;TOYOTA DO BRASIL LTDA;;59.104.760/0006-04;AVENIDA TOYOTA;9005 ;;SOROCABA;18079755;SP;;15;;7413841;247081
60052209;6008911;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-02-13;2017-08-30;2019-08-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22910701004;AUTOMÓVEIS, MONTAGEM DE;3;N;;;;;;;;;TOYOTA DO BRASIL LTDA;;59.104.760/0006-04;AVENIDA TOYOTA;9005 ;;SOROCABA;18079755;SP;;15;;7413841;247081
60052209;6006515;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-02-13;2012-04-03;2014-04-03;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22910701004;AUTOMÓVEIS, MONTAGEM DE;3;N;;;;;;;;;TOYOTA DO BRASIL LTDA;;59.104.760/0006-04;AVENIDA TOYOTA;9005 ;;SOROCABA;18079755;SP;;15;;7413841;247081
60049711;6006877;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-02-15;2013-05-24;2017-05-24;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22710403006;"MOTORES ELÉTRICOS, N.E.; FABRICAÇÃO DE";3;N;;;;;;;;;ABB AUTOMAÇÃO LTDA;;33.449.965/0001-15;RODOVIA SENADOR JOSE ERMIRIO DE MORAES, KM 11;S/N  ;;SOROCABA;18087125;SP;;15;;7407335;258588
60049711;6006521;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-02-15;2012-04-16;2016-04-16;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22710403006;"MOTORES ELÉTRICOS, N.E.; FABRICAÇÃO DE";3;N;;;;;;;;;ABB AUTOMAÇÃO LTDA;;33.449.965/0001-15;RODOVIA SENADOR JOSE ERMIRIO DE MORAES, KM 11;S/N  ;;SOROCABA;18087125;SP;;15;;7407335;258588
60018212;6006613;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-05-22;2012-07-13;2015-07-13;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22949299009;"PEÇAS E ACESSÓRIOS NÃO-ELETRICOS, N.E., PARA VEÍCULOS AUTOMOTORES; FAB";3;N;;;;;;;;;GESTAMP SOROCABA INDÚSTRIA DE AUTOPEÇAS LTDA;;29.726.259/0001-04;AVENIDA ANTONIO COMITRE;2000 ;;SOROCABA;18079758;SP;;15;;7413597;246751
60011612;6007601;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-09-13;2014-07-31;2018-07-31;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22651500049;"INSTRUMENTO, UTENSÍLIOS E APARELHOS DE MEDIDA, TESTE E CONTROLE; FABRI";3;N;;;;;;;;;WIKA DO BRASIL INDÚSTRIA E COMÉRCIO LTDA.;;61.128.500/0001-06;AVENIDA  URSULA WIEGAND;03   ;;IPERÓ;18560000;SP;;15;;7414265;224136
60105612;6007039;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-04-16;2013-06-25;2017-06-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22512800003;"ESQUADRIAS DE METAIS NÃ0-FERROSOS; FABRICAÇÃO DE";3;N;;;;;;;;;PRADO ALUMÍNIO INDUSTRIA E COMÉRCIO LTDA.;;10.549.370/0001-36;AVENIDA  DOS EUCALIPTOS;35   ;;IPERÓ;18560000;SP;;15;;7414570;222585
60020809;6007102;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-05-28;2013-08-23;2018-08-23;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";0;N;;;;;;;;;PROACTIVA MEIO AMBIENTE BRASIL LTDA;;50.668.722/0022-11;FAZENDA VISTA ALEGRE - BARREIRÃO;S/N° ;;IPERÓ;18560971;SP;;15;;7406698;239507
60015313;6007315;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-08-22;2013-12-06;2015-12-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22051700017;"DEFENSIVOS AGRÍCOLAS, N.E.; FABRICAÇÃO DE";1;N;;;;;;;;;IHARABRAS S/A INDÚSTRIAS QUÍMICAS;;61.142.550/0001-30;AVENIDA LIBERDADE;1701 ;;SOROCABA;18087170;SP;;15;;7190000;719000
60015313;6007151;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-08-22;2013-09-03;2015-09-03;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22051700017;"DEFENSIVOS AGRÍCOLAS, N.E.; FABRICAÇÃO DE";1;N;;;;;;;;;IHARABRAS S/A INDÚSTRIAS QUÍMICAS;;61.142.550/0001-30;AVENIDA LIBERDADE;1701 ;;SOROCABA;18087170;SP;;15;;7190000;719000
60072013;6007245;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-10-18;2013-10-31;2017-10-31;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22949201001;"BANCOS E ESTOFADOS DE QUALQUER MATERIAL PARA VEÍCULOS AUTOMOTORES; FAB";3;N;;;;;;;;;TOYOTA BOSHOKU DO BRASIL LTDA;;09.183.327/0001-10;AVENIDA ANTONIO COMITRE;1650 ;;SOROCABA;18079758;SP;;15;;7413320;247037
610009508;61000165;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-04-08;2009-08-25;2011-08-20;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22099199020;FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE;3;N;;;;;;;;;CARGILL AGRÍCOLA S.A.;;60.498.706/0078-36;AVENIDA ANTONIO DE OLIVEIRA SANTOS;PT 2 ;;MAIRINQUE;18120000;SP;;15;;7300947;277823
610009508;61000808;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-04-08;2012-05-29;2014-05-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22099199020;FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE;3;N;;;;;;;;;CARGILL AGRÍCOLA S.A.;;60.498.706/0078-36;AVENIDA ANTONIO DE OLIVEIRA SANTOS;PT 2 ;;MAIRINQUE;18120000;SP;;15;;7300947;277823
610013508;61000373;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-12-29;2010-09-16;2014-09-15;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22829199003;"APARELHOS INDUSTRIAIS PARA FILTRAR OU DEPURAR LÍQUIDOS; FABRICAÇÃO DE";3;N;;;;;;;;;HNR INDÚSTRIA E COMÉRCIO REPRESENTAÇÕES LTDA.;;00.668.630/0001-39;AVENIDA PRINK;200  ;;MAIRINQUE;18120000;SP;;15;;7395522;276920
610023911;61001007;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-10-14;2012-09-20;2016-09-20;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22610800013;"COMPONENTES EM PLACAS DE CIRCUITOS IMPRESSOS; MONTAGEM DE";3;S;;;;;;;;;CIBELY TECNOLOGIA FONTES DE ENERGIA LTDA - ME;;13.894.077/0001-02;AVENIDA DAS PALMEIRAS;838  ;;SÃO ROQUE;18136780;SP;;11;;7190001;50001
60167507;61001244;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-10-22;2013-07-03;2015-07-03;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22441501006;"LIGAS DE ALUMÍNIO EM FORMAS PRIMÁRIAS OU SEMIACABADAS; PRODUÇÃO DE";3;N;;;;;;;;;COMPANHIA BRASILEIRA DE ALUMINIO;;61.409.892/0003-35;RUA MORAES DO REGO;347  ;;ALUMÍNIO;18125000;SP;;15;;7395389;269019
610040511;61001458;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-10-31;2014-01-27;2017-01-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23104700003;"COLCHÕES DE ESPUMA; FABRICAÇÃO DE";3;N;;;;;;;;;COLCHÕES APOLO SPUMA LTDA;;50.228.154/0001-03;RUA PAULA DONAIO SCHINCARIOL;800  ;;ITU;13313650;SP;;11;;7427277;260598
610010912;61001802;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2014-03-12;2015-03-25;2019-03-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22511000008;"ESTRUTURA METÁLICA PARA PONTES E VIADUTOS; FABRICAÇÃO DE";3;N;;;;;;;;;EVEREST ENGENHARIA DE INFRA ESTRUTURA LTDA;;01.031.503/0001-97;AVENIDA BRASIL;387  ;;MAIRINQUE;18120000;SP;;11;;7190000;785000
